UID,Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
739,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2/26/1969,8:30:00,Voskhod,Cosmos 267,Retired,,Success
740,NASA,"LC-39A, Kennedy Space Center, Florida, USA",3/3/1969,16:00:00,Saturn V,Apollo 9,Retired,"1,160.00",Success
741,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",3/4/1969,19:30:00,Titan IIIB,OPS 4248,Retired,59,Success
742,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",3/5/1969,13:04:00,Cosmos-2I (63SM),Cosmos 268,Retired,,Success
743,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",3/5/1969,17:25:00,Cosmos-3M (11K65M),Cosmos 269,Retired,,Success
744,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",3/6/1969,12:15:00,Voskhod,Cosmos 270,Retired,,Success
745,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",3/15/1969,12:15:00,Voskhod,Cosmos 271,Retired,,Success
746,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",3/17/1969,16:40:00,Cosmos-3M (11K65M),Cosmos 272,Retired,,Success
747,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",3/18/1969,7:47:00,Atlas-E/F OV1,OV1-17/OV1-18/OV1-19,Retired,,Success
748,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",3/22/1969,12:15:00,Voskhod,Cosmos 273,Retired,,Success
749,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",3/24/1969,10:10:00,Voskhod,Cosmos 274,Retired,,Success
750,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",3/26/1969,12:30:00,Vostok-2M,Meteor nâ€ Â­12,Retired,,Failure
751,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",3/27/1969,10:40:00,Proton K/Block D,M-69 Nâ€ Â­521,Retired,,Failure
752,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",3/27/1969,22:22:00,Atlas-SLV3C Centaur-D,Mariner 7,Retired,,Success
753,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",3/28/1969,16:00:00,Cosmos-2I (63SM),Cosmos 275,Retired,,Success
754,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",4/2/1969,10:33:00,Proton K/Block D,M-69 ???522,Retired,,Failure
755,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",4/4/1969,10:20:00,Voskhod,Cosmos 276,Retired,,Success
756,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",4/4/1969,13:00:00,Cosmos-2I (63SM),Cosmos 277,Retired,,Success
757,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",4/9/1969,13:00:00,Voskhod,Cosmos 278,Retired,,Success
758,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",4/11/1969,2:30:00,Molniya-M /Block L,Molniya-1 nâ€ Â­16,Retired,,Success
759,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",4/13/1969,2:30:00,Atlas-SLV3A Agena-D,Canyon 2 (AFP-827),Retired,,Success
760,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",4/15/1969,8:14:00,Voskhod,Cosmos 279,Retired,,Success
761,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",4/15/1969,17:30:00,Titan IIIB,OPS 5310,Retired,59,Success
762,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",4/23/1969,9:55:00,Voskhod,Cosmos 280,Retired,,Success
763,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",5/13/1969,9:15:00,Voskhod,Cosmos 281,Retired,,Partial Failure
764,NASA,"LC-39B, Kennedy Space Center, Florida, USA",5/18/1969,16:49:00,Saturn V,Apollo 10,Retired,"1,160.00",Success
765,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",5/20/1969,8:40:00,Voskhod,Cosmos 282,Retired,,Success
766,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",5/23/1969,7:57:00,Titan IIIC,"OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",Retired,,Success
767,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",5/27/1969,13:00:00,Cosmos-2I (63SM),Cosmos 283,Retired,,Success
768,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",5/29/1969,6:59:00,Voskhod,Cosmos 284,Retired,,Success
769,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",6/3/1969,12:57:00,Cosmos-2I (63SM),Cosmos 285,Retired,,Success
770,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",6/3/1969,16:49:00,Titan IIIB,OPS 1077,Retired,59,Success
771,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",6/12/1969,6:00:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,,Success
772,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",6/14/1969,23:59:00,Proton K/Block D,Luna-15b,Retired,,Failure
773,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",6/15/1969,8:59:00,Voskhod,Cosmos 286,Retired,,Success
774,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",6/24/1969,6:50:00,Voskhod,Cosmos 287,Retired,,Success
775,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",6/27/1969,6:59:00,Voskhod,Cosmos 288,Retired,,Success
776,CECLES,"LA-5B, RAAF Woomera Range Complex, Australia",7/3/1969,8:06:00,Europa 1,STV-2,Retired,,Failure
777,RVSN USSR,"Site 110/38, Baikonur Cosmodrome, Kazakhstan",7/3/1969,20:18:00,N1-L3,5L (Zond L1S-2),Retired,,Failure
778,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",7/10/1969,9:00:00,Voskhod,Cosmos 289,Retired,,Success
779,NASA,"LC-39A, Kennedy Space Center, Florida, USA",7/16/1969,13:32:00,Saturn V,Apollo 11,Retired,"1,160.00",Success
780,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",7/22/1969,12:30:00,Voskhod,Cosmos 290,Retired,,Success
781,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",7/22/1969,12:55:00,Molniya-M /Block L,Molniya-1 nâ€ Â­18,Retired,,Success
782,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",7/23/1969,9:00:00,Cosmos-2I (63SM),DS-P1-You #23,Retired,,Failure
783,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",8/6/1969,5:40:00,Tsyklon-2,Cosmos 291,Retired,,Success
784,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",8/7/1969,23:48:00,Proton K/Block D,Zond-7,Retired,,Success
785,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",8/12/1969,11:01:00,Atlas-SLV3C Centaur-D,ATS-5,Retired,,Success
786,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",8/13/1969,22:00:00,Cosmos-3M (11K65M),Cosmos 292,Retired,,Success
787,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",8/16/1969,11:59:00,Voskhod,Cosmos 293,Retired,,Success
788,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",8/19/1969,13:00:00,Voskhod,Cosmos 294,Retired,,Success
789,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",8/22/1969,14:14:00,Cosmos-2I (63SM),Cosmos 295,Retired,,Success
790,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",8/23/1969,16:00:00,Titan III(23)B,OPS 7807,Retired,,Success
791,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",8/29/1969,9:05:00,Voskhod,Cosmos 296,Retired,,Success
792,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",9/2/1969,11:00:00,Voskhod,Cosmos 297,Retired,,Success
793,RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan",9/15/1969,16:00:00,Tsyklon,Cosmos 298,Retired,,Success
794,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",9/18/1969,8:40:00,Voskhod,Cosmos 299,Retired,,Success
795,UT,"Uchinoura Space Center, Japan",9/22/1969,,Lambda-IV S,Osumi,Retired,,Failure
796,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",9/23/1969,15:00:00,Proton K/Block D,Cosmos 300 (luna-16a),Retired,,Success
797,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",9/24/1969,12:15:00,Voskhod,Cosmos 301,Retired,,Success
798,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",10/6/1969,1:45:00,Vostok-2M,Meteor nâ€ Â­13,Retired,,Success
799,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10/11/1969,11:10:00,Soyuz,Soyuz 6,Retired,,Success
800,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/12/1969,10:44:00,Soyuz,Soyuz 7,Retired,,Success
801,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10/13/1969,10:19:00,Soyuz,Soyuz 8,Retired,,Success
802,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",10/14/1969,13:19:00,Cosmos-2I (63SM),Intercosmos-1,Retired,,Success
803,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",10/17/1969,11:45:00,Voskhod,Cosmos 302,Retired,,Success
804,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",10/18/1969,10:00:00,Cosmos-2I (63SM),Cosmos 303,Retired,,Success
805,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",10/21/1969,12:49:00,Cosmos-3M (11K65M),Cosmos 304,Retired,,Success
806,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",10/22/1969,14:09:00,Proton K/Block D,Cosmos 305 (Luna-16b),Retired,,Failure
807,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/24/1969,9:40:00,Voskhod,Cosmos 306,Retired,,Success
808,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",10/24/1969,13:01:00,Cosmos-2I (63SM),Cosmos 307,Retired,,Success
809,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",10/24/1969,18:10:00,Titan III(23)B,OPS 8455,Retired,,Success
810,Yuzhmash,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",11/1/1969,10:59:00,Tsyklon-2,IS Mass Model,Retired,,Success
811,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",11/4/1969,12:00:00,Cosmos-2I (63SM),Cosmos 308,Retired,,Success
812,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",11/12/1969,11:30:00,Voskhod,Cosmos 309,Retired,,Success
813,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/14/1969,16:22:00,Saturn V,Apollo 12,Retired,"1,160.00",Success
814,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",11/15/1969,8:30:00,Voskhod,Cosmos 310,Retired,,Success
815,CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China",11/16/1969,,Long March 1,Test flight,Retired,,Failure
816,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",11/24/1969,11:04:00,Cosmos-2I (63SM),Cosmos 311,Retired,,Success
817,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",11/24/1969,16:49:00,Cosmos-3M (11K65M),Cosmos 312,Retired,,Success
818,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",11/28/1969,9:00:00,Proton K/Block D,Zond (L1E),Retired,,Failure
819,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",12/3/1969,13:20:00,Voskhod,Cosmos 313,Retired,,Success
820,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",12/11/1969,12:59:00,Cosmos-2I (63SM),Cosmos 314,Retired,,Success
821,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",12/20/1969,3:26:00,Cosmos-3M (11K65M),Cosmos 315,Retired,,Success
822,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",12/23/1969,9:25:00,Tsyklon-2,Cosmos 316,Retired,,Success
823,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",12/23/1969,13:50:00,Voskhod,Cosmos 317,Retired,,Success
824,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",12/25/1969,9:59:00,Cosmos-2I (63SM),Intercosmos-2,Retired,,Success
825,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",12/27/1969,14:20:00,Cosmos-3M (11K65M),Ionosfernaya #1,Retired,,Failure
826,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1/9/1970,9:20:00,Voskhod,Cosmos 318,Retired,,Success
827,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1/14/1970,18:43:00,Titan III(23)B,OPS 6531,Retired,,Success
828,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1/15/1970,13:40:00,Cosmos-2I (63SM),Cosmos 319,Retired,,Success
829,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1/16/1970,10:59:00,Cosmos-2I (63SM),Cosmos 320,Retired,,Success
830,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1/20/1970,20:20:00,Cosmos-2I (63SM),Cosmos 321,Retired,,Success
831,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1/21/1970,12:00:00,Voskhod,Cosmos 322,Retired,,Success
832,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1/30/1970,15:40:00,Cosmos-2I (63SM),DS-P1-I #6,Retired,,Failure
833,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",2/6/1970,4:16:00,Proton K/Block D,Luna-16c,Retired,,Failure
834,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",2/10/1970,12:00:00,Voskhod,Cosmos 323,Retired,,Success
835,UT,"Uchinoura Space Center, Japan",2/11/1970,4:25:00,Lambda-IV S,Osumi,Retired,,Success
836,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",2/17/1970,18:57:00,Molniya-M /Block L,Molniya-1 nâ€ Â­17,Retired,,Success
837,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",2/27/1970,17:24:00,Cosmos-2I (63SM),Cosmos 324,Retired,,Success
838,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",3/4/1970,12:14:00,Voskhod,Cosmos 325,Retired,,Success
839,CNES,"ELD, Guiana Space Centre, French Guiana, France",3/10/1970,15:20:00,Diamant B,WIKA & MIKA,Retired,,Success
840,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",3/13/1970,8:00:00,Voskhod,Cosmos 326,Retired,,Success
841,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",3/17/1970,11:10:00,Vostok-2M,Meteor nâ€ Â­14,Retired,,Partial Failure
842,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",3/18/1970,14:39:00,Cosmos-2I (63SM),Cosmos 327,Retired,,Success
843,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",3/27/1970,11:45:00,Voskhod,Cosmos 328,Retired,,Success
844,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",4/3/1970,8:30:00,Voskhod,Cosmos 329,Retired,,Success
845,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",4/7/1970,11:10:00,Cosmos-3M (11K65M),Cosmos 330,Retired,,Success
846,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",4/8/1970,10:15:00,Voskhod,Cosmos 331,Retired,,Success
847,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",4/8/1970,10:50:00,Titan IIIC,Vela 11 & 12,Retired,,Success
848,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",4/11/1970,17:00:00,Cosmos-3M (11K65M),Cosmos 332,Retired,,Success
849,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/11/1970,19:13:00,Saturn V,Apollo 13,Retired,"1,160.00",Success
850,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",4/15/1970,9:00:00,Voskhod,Cosmos 333,Retired,,Success
851,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",4/15/1970,15:52:00,Titan III(23)B,OPS 2863,Retired,,Success
852,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",4/23/1970,13:20:00,Cosmos-2I (63SM),Cosmos 334,Retired,,Success
853,CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China",4/24/1970,13:35:00,Long March 1,Dong Fang Hong 1,Retired,,Success
854,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",4/24/1970,22:24:00,Cosmos-2I (63SM),Cosmos 335,Retired,,Success
855,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",4/25/1970,17:09:00,Cosmos-3M (11K65M),Cosmos 336 to 343,Retired,,Success
856,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",4/28/1970,10:50:00,Vostok-2M,Meteor nâ€ Â­15,Retired,,Success
857,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",5/12/1970,10:10:00,Voskhod,Cosmos 344,Retired,,Success
858,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",5/20/1970,9:20:00,Voskhod,Cosmos 345,Retired,,Success
859,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",5/22/1970,12:39:00,Cosmos-2I (63SM),DS-P1-You #36,Retired,,Failure
860,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",6/1/1970,19:00:00,Soyuz,Soyuz 9,Retired,,Success
861,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",6/10/1970,9:30:00,Voskhod,Cosmos 346,Retired,,Success
862,CECLES,"LA-5B, RAAF Woomera Range Complex, Australia",6/12/1970,6:06:00,Europa 1,STV-3,Retired,,Failure
863,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",6/12/1970,9:30:00,Cosmos-2I (63SM),Cosmos 347,Retired,,Success
864,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",6/13/1970,4:59:00,Cosmos-2I (63SM),Cosmos 348,Retired,,Success
865,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",6/17/1970,12:59:00,Voskhod,Cosmos 349,Retired,,Success
866,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",6/19/1970,11:37:00,Atlas-SLV3A Agena-D,AFP-720 (Rhyolite-1),Retired,,Success
867,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",6/23/1970,14:15:00,Vostok-2M,Meteor nâ€ Â­16,Retired,,Success
868,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",6/25/1970,14:50:00,Titan III(23)B,OPS 6820,Retired,,Success
869,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",6/26/1970,3:23:00,Molniya-M /Block L,Molniya-1 nâ€ Â­21,Retired,,Success
870,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",6/26/1970,12:00:00,Voskhod,Cosmos 350,Retired,,Success
871,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",6/27/1970,7:39:00,Cosmos-2I (63SM),Cosmos 351,Retired,,Success
872,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",6/27/1970,16:40:00,Cosmos-3M (11K65M),Strela-2M satellite,Retired,,Failure
873,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",7/7/1970,10:30:00,Voskhod,Cosmos 352,Retired,,Success
874,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",7/9/1970,13:35:00,Voskhod,Cosmos 353,Retired,,Success
875,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",7/21/1970,12:30:00,Voskhod,Zenit-4 nâ€ Â­75,Retired,,Failure
876,RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan",7/28/1970,22:00:00,Tsyklon,Cosmos 354,Retired,,Success
877,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",7/31/1970,2:00:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,,Success
878,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",8/7/1970,2:59:00,Cosmos-2I (63SM),Intercosmos-3,Retired,,Success
879,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",8/7/1970,9:30:00,Voskhod,Cosmos 355,Retired,,Success
880,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",8/10/1970,19:59:00,Cosmos-2I (63SM),Cosmos 356,Retired,,Success
881,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",8/17/1970,5:38:00,Molniya-M /Block NVL,Venera 7,Retired,,Success
882,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",8/18/1970,14:45:00,Titan III(23)B,OPS 7874,Retired,,Success
883,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",8/19/1970,14:59:00,Cosmos-2I (63SM),Cosmos 357,Retired,,Success
884,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",8/20/1970,14:30:00,Cosmos-3M (11K65M),Cosmos 358,Retired,,Partial Failure
885,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",8/22/1970,5:06:00,Molniya-M /Block NVL,Cosmos 359,Retired,,Partial Failure
886,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",8/29/1970,8:30:00,Voskhod,Cosmos 360,Retired,,Success
887,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",9/1/1970,1:00:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-3),Retired,,Success
888,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",9/8/1970,10:30:00,Voskhod,Cosmos 361,Retired,,Success
889,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",9/12/1970,13:25:00,Proton K/Block D,Luna-16,Retired,,Success
890,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",9/16/1970,12:00:00,Cosmos-2I (63SM),Cosmos 362,Retired,,Success
891,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",9/17/1970,8:10:00,Voskhod,Cosmos 363,Retired,,Success
892,ISAS,"Mu Pad, Uchinoura Space Center, Japan",9/22/1970,5:00:00,Mu-IV S,Shinsei,Retired,,Failure
893,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",9/22/1970,13:00:00,Voskhod,Cosmos 364,Retired,,Success
894,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",9/25/1970,14:05:00,Tsyklon,Cosmos 365,Retired,,Success
895,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",9/29/1970,8:14:00,Molniya-M /Block L,Molniya-1 nâ€ Â­19,Retired,,Success
896,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/1/1970,8:20:00,Voskhod,Cosmos 366,Retired,,Success
897,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",10/3/1970,10:26:00,Tsyklon-2,Cosmos 367,Retired,,Success
898,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10/8/1970,12:39:00,Voskhod,Cosmos 368,Retired,,Success
899,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",10/8/1970,15:10:00,Cosmos-2I (63SM),Cosmos 369,Retired,,Success
900,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/9/1970,11:04:00,Voskhod,Cosmos 370,Retired,,Success
901,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",10/12/1970,13:57:00,Cosmos-3M (11K65M),Cosmos 371,Retired,,Success
902,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",10/14/1970,11:30:00,Cosmos-2I (63SM),Intercosmos-4,Retired,,Success
903,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",10/15/1970,11:22:00,Vostok-2M,Meteor nâ€ Â­17,Retired,,Success
904,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",10/16/1970,15:00:00,Cosmos-3M (11K65M),Cosmos 372,Retired,,Success
905,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",10/20/1970,5:38:00,Tsyklon-2,Cosmos 373,Retired,,Success
906,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",10/20/1970,19:55:00,Proton K/Block D,Zond-8,Retired,,Success
907,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",10/23/1970,4:42:00,Tsyklon-2,Cosmos 374,Retired,,Success
908,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",10/23/1970,17:40:00,Titan III(23)B,OPS 7568,Retired,,Success
909,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",10/30/1970,2:36:00,Tsyklon-2,Cosmos 375,Retired,,Success
910,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",10/30/1970,13:20:00,Voskhod,Cosmos 376,Retired,,Success
911,RAE,"LA-5B, RAAF Woomera Range Complex, Australia",11/2/1970,0:34:00,Black Arrow,Orba,Retired,,Failure
912,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",11/6/1970,10:35:00,Titan III(23)C,OPS-5960 (IMEWS-1/DSP-1),Retired,,Partial Failure
913,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",11/10/1970,14:40:00,Proton K/Block D,Luna-17,Retired,,Success
914,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",11/11/1970,9:20:00,Voskhod,Cosmos 377,Retired,,Success
915,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11/17/1970,,Cosmos-3M (11K65M),Cosmos 378,Retired,,Success
916,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",11/24/1970,5:15:00,Soyuz L,Cosmos 379 (T2K Lunar Lander),Retired,,Success
917,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",11/24/1970,10:59:00,Cosmos-2I (63SM),Cosmos 380,Retired,,Success
918,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",11/27/1970,15:47:00,Molniya-M /Block L,Molniya-1 nâ€ Â­23,Retired,,Success
919,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",11/30/1970,22:40:00,Atlas-SLV3C Centaur-D,OAO-B,Retired,,Failure
920,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",12/2/1970,4:00:00,Cosmos-3M (11K65M),Cosmos 381,Retired,,Success
921,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",12/2/1970,17:00:00,Proton K/Block D,Cosmos 382 (L1E),Retired,,Success
922,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",12/3/1970,13:55:00,Voskhod,Cosmos 383,Retired,,Success
